,ISBN No.,Candidate Name,Candidate Designation,University,Candidate Title,Chapter Name,fChapter Name,Book Title,Publication Date,Publication Name
90,978-93-94707-54-2,Mr. Pavan Patel,"Assistant Professor, Department of Information Technology","Ahmedabad Institute of Technology, Gujarat",Author,NIL,NIL,"MACHINE LEARNING IT’S ALGORITHMS, MODELS AND APPLICATIONS IN FINANCE AND BIOMEDICAL FIELDS AND CHALLENGES","Wednesday, February 22, 2023",Xoffencer International Publication
91,978-93-94707-54-2,Mrs. Jinal Bhatt,"Assistant Professor, Department of Computer Engineering",Monark University Gujarat,Author,NIL,NIL,"MACHINE LEARNING IT’S ALGORITHMS, MODELS AND APPLICATIONS IN FINANCE AND BIOMEDICAL FIELDS AND CHALLENGES","Wednesday, February 22, 2023",Xoffencer International Publication
92,978-93-94707-54-2,Miss. Dhruvi Suthar,"Assistant Professor, Department of Information Technology","Ahmedabad Institute of Technology, Gujarat",Author,NIL,NIL,"MACHINE LEARNING IT’S ALGORITHMS, MODELS AND APPLICATIONS IN FINANCE AND BIOMEDICAL FIELDS AND CHALLENGES","Wednesday, February 22, 2023",Xoffencer International Publication
93,978-93-94707-54-2,Dr. Mohit Pravinchandra Bhadla,"Associate Professor and HOD, Department of Information Technology","Ahmedabad Institute of Technology, Gujarat",Author,NIL,NIL,"MACHINE LEARNING IT’S ALGORITHMS, MODELS AND APPLICATIONS IN FINANCE AND BIOMEDICAL FIELDS AND CHALLENGES","Wednesday, February 22, 2023",Xoffencer International Publication
94,978-93-95745-02-4,Mrs. Snehaletha Suresan,Nursing Officer,"Trivandrum Institute of Palliative Care Hospital, Trivandrum, Kerala",Contributor,Education & Educational Technology,Education  Educational Technology,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
95,978-93-95745-02-4,Mr. Abhay Pattan,"Associate Professor, Dept. of Community Health Nursing","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Educational Philosophy,Educational Philosophy,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
96,978-93-95745-02-4,Mr. Milan Kumar Chauhan,"Assistant Professor, Dept. of Community Health Nursing","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Teaching Process,Teaching Process,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
97,978-93-95745-02-4,Mr. Rahul Sagar,"Nursing Tutor, Dept. of Community Health Nursing,","J.K. College of Nursing, Padra, Vadodara",Contributor,Learning Process,Learning Process,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
98,978-93-95745-02-4,Mrs. Divya Chauhan,"M.Sc. Nursing Students, Dept. of Community Health Nursing,","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Assessment of Teacher,Assessment of Teacher,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
99,978-93-95745-02-4,Mrs. Shikha Gupta,"Assistant Professor, Dept. of Community Health Nursing","Noida International University, Noida, U.P.",Contributor,Assessment and Planning,Assessment and Planning,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
100,978-93-95745-02-4,Mrs. Vinaya Kumary T.,"Associate Professor, Dept. of Obstetrical and Gynaecology Nursing","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Curriculum Planning,Curriculum Planning,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
101,978-93-95745-02-4,Ms. Rajvi Rana,Clinical Instructor,"Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Objectives,Objectives,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
102,978-93-95745-02-4,Ms. Shivangi Patel,"M.Sc. Nursing Students, Dept. of Community Health Nursing","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Teaching in Classroom and Skill Lab- Teaching Methods,Teaching in Classroom and Skill Lab Teaching Methods,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
103,978-93-95745-02-4,Ms. Yasira Bhana,"Nursing Tutor, Dept. of Mental Health Nursing ","Bankers Nursing Institute, Mahuvad Padra, Vadodara, Gujarat",Contributor,Teaching Methods,Teaching Methods,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
104,978-93-95745-02-4,Mr. Hiren Vasave,"Nursing Tutor, Dept. of Community Health Nursing,","J.K. College of Nursing, Padra, Vadodara",Contributor,Active Learning Strategies,Active Learning Strategies,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
105,978-93-95745-02-4,Ms. Kajal Dwivedi,"M.Sc. Nursing Students, Dept. of Mental Health Nursing","NIMHANS, Bangalore",Contributor,Teaching in The Clinical Setting – Teaching Method,Teaching in The Clinical Setting  Teaching Method,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
106,978-93-95745-02-4,Ms. Twinkle Erande,Clinical Instructor,"Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Teaching in The Clinical Setting- Teaching Method,Teaching in The Clinical Setting Teaching Method,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
107,978-93-95745-02-4,Mrs. Charmi Patel,Clinical Instructor,"Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Education-Teaching Media,EducationTeaching Media,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
108,978-93-95745-02-4,Mr. Anant Kumar Patel,"Assistant Professor, Dept. of Medical Surgical Nursing","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Education Teaching Media Moving Visuals,Education Teaching Media Moving Visuals,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
109,978-93-95745-02-4,Ms. Nikita Gamit,Nursing Tutor,"Arunaben, Bhakta Nursing College, Bajipura",Contributor,Education Teaching Media Moving Visuals,Education Teaching Media Moving Visuals,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
110,978-93-95745-02-4,Ms. Priyanka Patel,Clinical Instructor,"Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Assessment-Evaluation Methods-Strategies,AssessmentEvaluation MethodsStrategies,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
111,978-93-95745-02-4,Ms. Dharti Patel,M.Sc. Students. Dept. of Medical Surgical Nursing,"Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Assessment of Skill,Assessment of Skill,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
112,978-93-95745-02-4,Ms. Janki Rathva,"M.Sc. Students, Dept. of Medical Surgical Nursing","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Assessment of Skill,Assessment of Skill,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
113,978-93-95745-02-4,Prof. Manju Rajput,Vice Principal,"School of Nursing, Noida International University, Greater Noida, U.P.",Contributor,Guidance and Counselling,Guidance and Counselling,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
114,978-93-95745-02-4,Ms. Angel Samson Rathod,"Nursing Tutor, Dept. of Medical Surgical Nursing","Sumandeep Nursing College, Sumandeep Vidyapeeth Deemend to be University, Vadodara, Gujarat",Contributor,Ethics and Evidence Based Teaching (EBT) In Nursing Education,Ethics and Evidence Based Teaching EBT In Nursing Education,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
115,978-93-95745-02-4,Ms. Vishakha Bhagat,"M.Sc. Nursing Students, Dept. of Community Health Nursing","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Contributor,Emerging Trends in Health Care and Nursing Education,Emerging Trends in Health Care and Nursing Education,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
116,978-93-95745-02-4,Ms. Ruby Singh,"Ph.D Scholar, M.Sc. Nursing Obstetrics and Gynaecology, Associate Professor","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Editor,NIL,NIL,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
117,978-93-95745-02-4,Mr. Abhay Pattan,Associate Professor,"Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Editor,NIL,NIL,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
118,978-93-95745-02-4,Mr. Milan kumar Chauhan,"M.Sc Nursing in Community Health Nursing, Assistant  Professor","Parul Institute of Nursing, Parul University, Vadodara, Gujarat",Editor,NIL,NIL,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
119,978-93-95745-02-4,Ms. Pamela Shalini Joseph,"Ph.D Scholar, M.Sc Nursing Mental Health Nursing, Assistant Professor","College of Nursing JNMCH AMU, Aligarh India",Editor,NIL,NIL,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
120,978-93-95745-02-4,Ms. Shikha Malik,"M.Sc(N), RN and RM, Nursing Tutor","KGMU College of Nursing, King George’s Medical University, Lucknow, U.P.",Editor,NIL,NIL,NURSING EDUCATION & TECHNOLOGY,"Thursday, March 16, 2023",Navi International Publications
121,978-93-94707-56-6,M. Jayakrishna,"Assistant Professor, Mechanical Engineering Department","Sri Sivani college of Engineering, Srikakulam (AP) India",Editor,NIL,NIL,BUILDING CLOUD NETWORKS AND INTERNET SOFTWARE EVOLUTION,"Thursday, March 16, 2023",Xoffencer International Publication
122,978-93-94707-56-6,Dr. John Martin,"Academic in Computing education, Research, and Consulting","School of Computer Science and Information Technology at Jazan University (Ministry of Education), KSA",Editor,NIL,NIL,BUILDING CLOUD NETWORKS AND INTERNET SOFTWARE EVOLUTION,"Thursday, March 16, 2023",Xoffencer International Publication
123,978-93-94707-56-6,Ms Dipalee D. Rane,Pursuing Ph.D.,Vellore Institute of Technology (VIT) Chennai Campus,Editor,NIL,NIL,BUILDING CLOUD NETWORKS AND INTERNET SOFTWARE EVOLUTION,"Thursday, March 16, 2023",Xoffencer International Publication
124,978-93-94707-56-6,Dr. Herison Surbakti,Lecturer,"Universitas Respati Yogyakarta, INDONESIA",Editor,NIL,NIL,BUILDING CLOUD NETWORKS AND INTERNET SOFTWARE EVOLUTION,"Thursday, March 16, 2023",Xoffencer International Publication
125,978-93-94707-60-3,Dr. Robin Rohit Vincent,"Associate Professor, Information Science Departments",Bangalore's Presidency University,Editor,NIL,NIL,DEVELOPING AND SMART CONTRACTS OF BLOCKCHAIN,"Thursday, March 16, 2023",Xoffencer International Publication
126,978-93-94707-60-3,Ms. Vanita Dandhwani,"Assistant Professor, Department of computer Engineering",Monark university Gujarat,Editor,NIL,NIL,DEVELOPING AND SMART CONTRACTS OF BLOCKCHAIN,"Thursday, March 16, 2023",Xoffencer International Publication
127,978-93-94707-60-3,Patrik Viktor,Assistant Lecturer,University of Óbuda,Editor,NIL,NIL,DEVELOPING AND SMART CONTRACTS OF BLOCKCHAIN,"Thursday, March 16, 2023",Xoffencer International Publication
128,978-93-94707-60-3,Dr. Sumegh Shrikant Tharewal,Program Head of M.Sc. Blockchain Technology,"Dr. Vishwanath Karad MIT World Peace University, Pune, India",Editor,NIL,NIL,DEVELOPING AND SMART CONTRACTS OF BLOCKCHAIN,"Thursday, March 16, 2023",Xoffencer International Publication
129,978-93-94707-57-3,Tri Duc Ta,"Lecturer, Faculty of Computer Engineering",University of Information Technology – Vietnam National University Ho Chi Minh City,Editor,NIL,NIL,KNOWLEDGE REASONING AND PLANNING IN ARTIFICIAL INTELLIGENCE,"Thursday, March 16, 2023",Xoffencer International Publication
130,978-93-94707-57-3,Dr. Archana. K,"Assistant Professor, Department of Computer Engineering","Pimpri Chinchwad College of Engineering and Research, Ravet, Pune, Maharashtra, India",Editor,NIL,NIL,KNOWLEDGE REASONING AND PLANNING IN ARTIFICIAL INTELLIGENCE,"Thursday, March 16, 2023",Xoffencer International Publication
131,978-93-94707-57-3,Mrs. Vaidehi shah,"Assistant Professor, Department of computer Engineering",Monark university Gujarat,Editor,NIL,NIL,KNOWLEDGE REASONING AND PLANNING IN ARTIFICIAL INTELLIGENCE,"Thursday, March 16, 2023",Xoffencer International Publication
132,978-93-94707-57-3,Prof. Nita Goswami,"Assistant Professor, Department of Information Technology Engineering",Monark university Gujarat,Editor,NIL,NIL,KNOWLEDGE REASONING AND PLANNING IN ARTIFICIAL INTELLIGENCE,"Thursday, March 16, 2023",Xoffencer International Publication
133,978-93-94707-62-7,Sandeep Kumar Davuluri,"Master of Science, in Information Technology",Wilmington University in Delaware USA,Editor,NIL,NIL,MORPHOLOGICAL IMAGE PROCESSING AND INTENSITY TRANSFORMATIONS,"Thursday, March 16, 2023",Xoffencer International Publication
134,978-93-94707-62-7,Ismail Keshta,Ph.D. in Computer Science and Engineering,"King Fahd University of Petroleum and Minerals (KFUPM), Dhahran, Saudi Arabia",Editor,NIL,NIL,MORPHOLOGICAL IMAGE PROCESSING AND INTENSITY TRANSFORMATIONS,"Thursday, March 16, 2023",Xoffencer International Publication
135,978-93-94707-62-7,Purvi Makwana,Assistant Professor,"Smt. K.D.M. Mahila Mahavidyala, Affiliated to RTMNU",Editor,NIL,NIL,MORPHOLOGICAL IMAGE PROCESSING AND INTENSITY TRANSFORMATIONS,"Thursday, March 16, 2023",Xoffencer International Publication
136,978-93-94707-62-7,Dr. Ashok Kumar,"Assistant Professor, Department of Computer Science","Banasthali Vidyapith, Banasthali-304022 (Rajasthan)",Editor,NIL,NIL,MORPHOLOGICAL IMAGE PROCESSING AND INTENSITY TRANSFORMATIONS,"Thursday, March 16, 2023",Xoffencer International Publication
137,978-93-94707-61-0,Dr. Sumegh Shrikant Tharewal,Program Head of M.Sc. Blockchain Technology,"Dr. Vishwanath Karad MIT World Peace University, Pune, India",Editor,NIL,NIL,TERMINOLOGY AND TECHNICAL FOUNDATIONS OF BLOCKCHAINS,"Thursday, March 16, 2023",Xoffencer International Publication
138,978-93-94707-61-0,Dr. Shantanu Pandurang Kanade,"Assistant Professor, School of Computer Science","Dr. Vishwanath Karad MIT World Peace University, Pune, India",Editor,NIL,NIL,TERMINOLOGY AND TECHNICAL FOUNDATIONS OF BLOCKCHAINS,"Thursday, March 16, 2023",Xoffencer International Publication
139,978-93-94707-61-0,Dr. Anuradha Shantanu Kanade,"Program Head (MCA Science), School of Computer Science","Dr. Vishwanath Karad MIT World Peace University, Pune, India",Editor,NIL,NIL,TERMINOLOGY AND TECHNICAL FOUNDATIONS OF BLOCKCHAINS,"Thursday, March 16, 2023",Xoffencer International Publication
140,978-93-94707-61-0,Dr. Sujeet More,Pursued his Doctoral Degree in Intelligent Systems (Deep Learning),"Lovely Professional University, Punjab",Editor,NIL,NIL,TERMINOLOGY AND TECHNICAL FOUNDATIONS OF BLOCKCHAINS,"Thursday, March 16, 2023",Xoffencer International Publication
141,978-93-94707-58-0,Mr. Sumit R. Vaidya,"Assistant Professor, Department of Electronic and Communication Engineering","Medi-Caps University (MU), Indore( Autonomous University), Madhya Pradesh, India",Editor,NIL,NIL,DIGITAL IMAGE REPRESENTATION AND IMAGE SEGMENTATION,"Thursday, March 16, 2023",Xoffencer International Publication
142,978-93-94707-58-0,Mrs. Swati Vaidya,"Assistant Professor, Department of Computer Science and Engineering","Medi-Caps University (MU), Indore (Autonomous University), Madhya Pradesh, India",Editor,NIL,NIL,DIGITAL IMAGE REPRESENTATION AND IMAGE SEGMENTATION,"Thursday, March 16, 2023",Xoffencer International Publication
143,978-93-94707-58-0,Ms. Kriti Joshi,"Assistant Professor, Department of Computer Science and Engineering","Medi-Caps University (MU), Indore( Autonomous University), Madhya Pradesh, India",Editor,NIL,NIL,DIGITAL IMAGE REPRESENTATION AND IMAGE SEGMENTATION,"Thursday, March 16, 2023",Xoffencer International Publication
144,978-93-94707-58-0,Dr. Hemlata Patel,"Assistant Professor, Department of Computer Science and Engineering","Medi-Caps University (MU), Indore (Autonomous University), Madhya Pradesh, India",Editor,NIL,NIL,DIGITAL IMAGE REPRESENTATION AND IMAGE SEGMENTATION,"Thursday, March 16, 2023",Xoffencer International Publication
145,978-93-94707-69-6,Dr. Srinivasin Dava,"M.Tech & Ph.D., Computer Science and Engineering","OPJS University CHURU Rajasthan, India",Editor,NIL,NIL,TRADITIONAL BUSINESS NETWORK AND BLOCKCHAIN,"Thursday, April 6, 2023",Xoffencer International Publication
146,978-93-94707-69-6,Dr. Malik,"Associate Professor, Computer Science ",National University of Malaysia,Editor,NIL,NIL,TRADITIONAL BUSINESS NETWORK AND BLOCKCHAIN,"Thursday, April 6, 2023",Xoffencer International Publication
147,978-93-94707-69-6,Fluturim SALIU,"Ph.D., Tourism Faculty","University of Bitola, North Macedonia, 2013",Editor,NIL,NIL,TRADITIONAL BUSINESS NETWORK AND BLOCKCHAIN,"Thursday, April 6, 2023",Xoffencer International Publication
148,978-93-94707-69-6,Syamsu Rijal,"Ph.D., Public Economics","Central China Normal University (CCNU) in Wuhan, Tiongkok",Editor,NIL,NIL,TRADITIONAL BUSINESS NETWORK AND BLOCKCHAIN,"Thursday, April 6, 2023",Xoffencer International Publication
